tld,type,language_code,sponsor,punycode,translation,romanized,rtl
mormon,gTLD,,"IRI Domain Management, LLC (""Applicant"")",,,,False
mortgage,gTLD,,"United TLD Holdco, Ltd",,,,False
moscow,gTLD,,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),,,,False
moto,gTLD,,"Motorola Trademark Holdings, LLC",,,,False
motorcycles,gTLD,,"DERMotorcycles, LLC",,,,False
mov,gTLD,,Charleston Road Registry Inc.,,,,False
movie,gTLD,,"Binky Moon, LLC",,,,False
movistar,gTLD,,Not assigned,,,,False
mp,ccTLD,,"Saipan Datacom, Inc.",,,,False
mq,ccTLD,,MEDIASERV,,,,False
mr,ccTLD,,Université de Nouakchott Al Aasriya,,,,False
ms,ccTLD,,MNI Networks Ltd.,,,,False
msd,gTLD,,"MSD Registry Holdings, Inc.",,,,False
mt,ccTLD,,NIC (Malta),,,,False
mtn,gTLD,,MTN Dubai Limited,,,,False
mtpc,gTLD,,Retired,,,,False
mtr,gTLD,,MTR Corporation Limited,,,,False
mu,ccTLD,,Internet Direct Ltd,,,,False
museum,sTLD,,Museum Domain Management Association,,,,False
mutual,gTLD,,"Northwestern Mutual MU TLD Registry, LLC",,,,False
mutuelle,gTLD,,Retired,,,,False
mv,ccTLD,,Dhiraagu Pvt. Ltd. (DHIVEHINET),,,,False
mw,ccTLD,,Malawi Sustainable Development Network Programme (Malawi SDNP),,,,False
mx,ccTLD,,NIC-Mexico ITESM - Campus Monterrey,,,,False
my,ccTLD,,MYNIC Berhad,,,,False
mz,ccTLD,,Centro de Informatica de Universidade Eduardo Mondlane,,,,False
na,ccTLD,,Namibian Network Information Center,,,,False
nab,gTLD,,National Australia Bank Limited,,,,False
nadex,gTLD,,Not assigned,,,,False
nagoya,gTLD,,"GMO Registry, Inc.",,,,False
name,grTLD,,"VeriSign Information Services, Inc.",,,,False
nationwide,gTLD,,Nationwide Mutual Insurance Company,,,,False
natura,gTLD,,NATURA COSMÉTICOS S.A.,,,,False
navy,gTLD,,United TLD Holdco Ltd.,,,,False
nba,gTLD,,"NBA REGISTRY, LLC",,,,False
nc,ccTLD,,Office des Postes et Telecommunications,,,,False
ne,ccTLD,,SONITEL,,,,False
nec,gTLD,,NEC Corporation,,,,False
net,gTLD,,VeriSign Global Registry Services,,,,False
netbank,gTLD,,COMMONWEALTH BANK OF AUSTRALIA,,,,False
netflix,gTLD,,"Netflix, Inc.",,,,False
network,gTLD,,"Binky Moon, LLC",,,,False
neustar,gTLD,,"NeuStar, Inc.",,,,False
new,gTLD,,Charleston Road Registry Inc.,,,,False
newholland,gTLD,,CNH Industrial N.V.,,,,False
news,gTLD,,United TLD Holdco Ltd.,,,,False
next,gTLD,,Next plc,,,,False
nextdirect,gTLD,,Next plc,,,,False
nexus,gTLD,,Charleston Road Registry Inc.,,,,False
nf,ccTLD,,Norfolk Island Data Services,,,,False
nfl,gTLD,,NFL Reg Ops LLC,,,,False
ng,ccTLD,,Nigeria Internet Registration Association,,,,False
ngo,gTLD,,Public Interest Registry,,,,False
nhk,gTLD,,Japan Broadcasting Corporation (NHK),,,,False
ni,ccTLD,,Universidad Nacional del Ingernieria Centro de Computo,,,,False
nico,gTLD,,"DWANGO Co., Ltd.",,,,False
nike,gTLD,,"NIKE, Inc.",,,,False
nikon,gTLD,,NIKON CORPORATION,,,,False
ninja,gTLD,,United TLD Holdco Ltd.,,,,False
nissan,gTLD,,"NISSAN MOTOR CO., LTD.",,,,False
nissay,gTLD,,Nippon Life Insurance Company,,,,False
nl,ccTLD,,SIDN (Stichting Internet Domeinregistratie Nederland),,,,False
no,ccTLD,,Norid A/S,,,,False
nokia,gTLD,,Nokia Corporation,,,,False
northwesternmutual,gTLD,,"Northwestern Mutual Registry, LLC",,,,False
norton,gTLD,,Symantec Corporation,,,,False
now,gTLD,,"Amazon Registry Services, Inc.",,,,False
nowruz,gTLD,,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,,,False
nowtv,gTLD,,Starbucks (HK) Limited,,,,False
np,ccTLD,,Mercantile Communications Pvt. Ltd.,,,,False
nr,ccTLD,,CENPAC NET,,,,False
nra,gTLD,,"NRA Holdings Company, INC.",,,,False
nrw,gTLD,,Minds + Machines GmbH,,,,False
ntt,gTLD,,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,,,,False
nu,ccTLD,,The IUSN Foundation,,,,False
nyc,gTLD,,The City of New York by and through the New York City Department of Information Technology & Telecommunications,,,,False
nz,ccTLD,,InternetNZ,,,,False
obi,gTLD,,OBI Group Holding SE & Co. KGaA,,,,False
observer,gTLD,,"Top Level Spectrum, Inc.",,,,False
off,gTLD,,"Johnson Shareholdings, Inc.",,,,False
office,gTLD,,Microsoft Corporation,,,,False
okinawa,gTLD,,"BRregistry, Inc.",,,,False
olayan,gTLD,,Crescent Holding GmbH,,,,False
olayangroup,gTLD,,Crescent Holding GmbH,,,,False
oldnavy,gTLD,,"The Gap, Inc.",,,,False
ollo,gTLD,,Dish DBS Corporation,,,,False
om,ccTLD,,Telecommunications Regulatory Authority (TRA),,,,False
omega,gTLD,,The Swatch Group Ltd,,,,False
one,gTLD,,One.com A/S,,,,False
ong,gTLD,,Public Interest Registry,,,,False
onl,gTLD,,iRegistry GmbH,,,,False
online,gTLD,,DotOnline Inc.,,,,False
onyourside,gTLD,,Nationwide Mutual Insurance Company,,,,False
ooo,gTLD,,INFIBEAM INCORPORATION LIMITED,,,,False
open,gTLD,,"American Express Travel Related Services Company, Inc.",,,,False
oracle,gTLD,,Oracle Corporation,,,,False
orange,gTLD,,Orange Brand Services Limited,,,,False
org,gTLD,,Public Interest Registry (PIR),,,,False
organic,gTLD,,Afilias Limited,,,,False
orientexpress,gTLD,,Retired,,,,False
origins,gTLD,,The Estée Lauder Companies Inc.,,,,False
osaka,gTLD,,"Osaka Registry Co., Ltd.",,,,False
otsuka,gTLD,,"Otsuka Holdings Co., Ltd.",,,,False
ott,gTLD,,Dish DBS Corporation,,,,False
ovh,gTLD,,OVH SAS,,,,False
pa,ccTLD,,Universidad Tecnologica de Panama,,,,False
page,gTLD,,Charleston Road Registry Inc.,,,,False
pamperedchef,gTLD,,Not assigned,,,,False
panasonic,gTLD,,Panasonic Corporation,,,,False
panerai,gTLD,,Not assigned,,,,False
paris,gTLD,,City of Paris,,,,False
pars,gTLD,,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,,,False
partners,gTLD,,"Binky Moon, LLC",,,,False
parts,gTLD,,"Binky Moon, LLC",,,,False
party,gTLD,,Blue Sky Registry Limited,,,,False
passagens,gTLD,,Travel Reservations SRL,,ticket,,False
pay,gTLD,,"Amazon Registry Services, Inc.",,,,False
pccw,gTLD,,PCCW Enterprises Limited,,,,False
pe,ccTLD,,Red Cientifica Peruana,,,,False
pet,gTLD,,Afilias Limited,,,,False
pf,ccTLD,,Gouvernement de la Polynésie française,,,,False
pfizer,gTLD,,Pfizer Inc.,,,,False
pg,ccTLD,,PNG DNS Administration Vice Chancellors Office The Papua New Guinea University of Technology,,,,False
ph,ccTLD,,PH Domain Foundation,,,,False
pharmacy,gTLD,,National Association of Boards of Pharmacy,,,,False
phd,gTLD,,Charleston Road Registry Inc.,,,,False
philips,gTLD,,Koninklijke Philips N.V.,,,,False
phone,gTLD,,Dish DBS Corporation,,,,False
photo,gTLD,,"Uniregistry, Corp.",,,,False
photography,gTLD,,"Binky Moon, LLC",,,,False
photos,gTLD,,"Binky Moon, LLC",,,,False
physio,gTLD,,PhysBiz Pty Ltd,,,,False
piaget,gTLD,,Not assigned,,,,False
pics,gTLD,,"Uniregistry, Corp.",,,,False
pictet,gTLD,,Pictet Europe S.A.,,,,False
pictures,gTLD,,"Binky Moon, LLC",,,,False
pid,gTLD,,"Top Level Spectrum, Inc.",,,,False
pin,gTLD,,"Amazon Registry Services, Inc.",,,,False
ping,gTLD,,"Ping Registry Provider, Inc.",,,,False
pink,gTLD,,Afilias Limited,,,,False
pioneer,gTLD,,Pioneer Corporation,,,,False
pizza,gTLD,,"Binky Moon, LLC",,,,False
pk,ccTLD,,PKNIC,,,,False
pl,ccTLD,,Research and Academic Computer Network,,,,False
place,gTLD,,"Binky Moon, LLC",,,,False
play,gTLD,,Charleston Road Registry Inc.,,,,False
playstation,gTLD,,Sony Computer Entertainment Inc.,,,,False
plumbing,gTLD,,"Binky Moon, LLC",,,,False
plus,gTLD,,"Binky Moon, LLC",,,,False
pm,ccTLD,,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),,,,False
pn,ccTLD,,Pitcairn Island Administration,,,,False
pnc,gTLD,,"PNC Domain Co., LLC",,,,False
pohl,gTLD,,Deutsche Vermögensberatung Aktiengesellschaft DVAG,,,,False
poker,gTLD,,Afilias Limited,,,,False
politie,gTLD,,Politie Nederland,,,,False
porn,gTLD,,ICM Registry PN LLC,,,,False
post,sTLD,,Universal Postal Union,,,,False
pr,ccTLD,,Gauss Research Laboratory Inc.,,,,False
pramerica,gTLD,,"Prudential Financial, Inc.",,,,False
praxi,gTLD,,Praxi S.p.A.,,,,False
press,gTLD,,DotPress Inc.,,,,False
prime,gTLD,,"Amazon Registry Services, Inc.",,,,False
pro,grTLD,,Afilias Limited,,,,False
prod,gTLD,,Charleston Road Registry Inc.,,,,False
productions,gTLD,,"Binky Moon, LLC",,,,False
prof,gTLD,,Charleston Road Registry Inc.,,,,False
progressive,gTLD,,Progressive Casualty Insurance Company,,,,False
promo,gTLD,,Afilias Limited,,,,False
properties,gTLD,,"Binky Moon, LLC",,,,False
property,gTLD,,"Uniregistry, Corp.",,,,False
protection,gTLD,,XYZ.COM LLC,,,,False
pru,gTLD,,"Prudential Financial, Inc.",,,,False
prudential,gTLD,,"Prudential Financial, Inc.",,,,False
ps,ccTLD,,"Ministry Of Telecommunications & Information Technology, Government Computer Center.",,,,False
pt,ccTLD,,Associação DNS.PT,,,,False
pub,gTLD,,United TLD Holdco Ltd.,,,,False
pw,ccTLD,,Micronesia Investment and Development Corporation,,,,False
pwc,gTLD,,PricewaterhouseCoopers LLP,,,,False
py,ccTLD,,NIC-PY,,,,False
qa,ccTLD,,Communications Regulatory Authority,,,,False
qpon,gTLD,,"dotCOOL, Inc.",,,,False
quebec,gTLD,,PointQuébec Inc,,,,False
quest,gTLD,,XYZ.COM LLC,,,,False
qvc,gTLD,,"QVC, Inc.",,,,False
racing,gTLD,,Premier Registry Limited,,,,False
radio,gTLD,,European Broadcasting Union (EBU),,,,False
raid,gTLD,,"Johnson Shareholdings, Inc.",,,,False
re,ccTLD,,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),,,,False
read,gTLD,,"Amazon Registry Services, Inc.",,,,False
realestate,gTLD,,dotRealEstate LLC,,,,False
realtor,gTLD,,Real Estate Domains LLC,,,,False
realty,gTLD,,"Fegistry, LLC",,,,False
recipes,gTLD,,"Binky Moon, LLC",,,,False
red,gTLD,,Afilias Limited,,,,False
redstone,gTLD,,"Redstone Haute Couture Co., Ltd.",,,,False
redumbrella,gTLD,,"Travelers TLD, LLC",,,,False
rehab,gTLD,,United TLD Holdco Ltd.,,,,False
reise,gTLD,,"Binky Moon, LLC",,travel,,False
reisen,gTLD,,"Binky Moon, LLC",,traveling,,False
reit,gTLD,,"National Association of Real Estate Investment Trusts, Inc.",,,,False
reliance,gTLD,,Reliance Industries Limited,,,,False
ren,gTLD,,ZDNS International Limited,,,,False
rent,gTLD,,XYZ.COM LLC,,,,False
rentals,gTLD,,"Binky Moon, LLC",,,,False
repair,gTLD,,"Binky Moon, LLC",,,,False
report,gTLD,,"Binky Moon, LLC",,,,False
republican,gTLD,,United TLD Holdco Ltd.,,,,False
rest,gTLD,,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,,,,False
restaurant,gTLD,,"Binky Moon, LLC",,,,False
review,gTLD,,dot Review Limited,,,,False
reviews,gTLD,,"United TLD Holdco, Ltd.",,,,False
rexroth,gTLD,,Robert Bosch GMBH,,,,False
rich,gTLD,,iRegistry GmbH,,,,False
richardli,gTLD,,Pacific Century Asset Management (HK) Limited,,,,False
ricoh,gTLD,,"Ricoh Company, Ltd.",,,,False
rightathome,gTLD,,Not assigned,,,,False
ril,gTLD,,Reliance Industries Limited,,,,False
rio,gTLD,,Empresa Municipal de Informática SA - IPLANRIO,,,,False
rip,gTLD,,United TLD Holdco Ltd.,,,,False
rmit,gTLD,,Royal Melbourne Institute of Technology,,,,False
ro,ccTLD,,National Institute for R&D in Informatics,,,,False
rocher,gTLD,,Ferrero Trading Lux S.A.,,,,False
rocks,gTLD,,"United TLD Holdco, LTD.",,,,False
rodeo,gTLD,,Minds + Machines Group Limited,,,,False
rogers,gTLD,,Rogers Communications Canada Inc.,,,,False
room,gTLD,,"Amazon Registry Services, Inc.",,,,False
rs,ccTLD,,Serbian National Internet Domain Registry (RNIDS),,,,False
rsvp,gTLD,,Charleston Road Registry Inc.,,invitations and replies,,False
ru,ccTLD,,Coordination Center for TLD RU,,,,False
rugby,gTLD,,World Rugby Strategic Developments Limited,,,,False
ruhr,gTLD,,regiodot GmbH & Co. KG,,,,False
run,gTLD,,"Binky Moon, LLC",,,,False
rw,ccTLD,,Rwanda Internet Community and Technology Alliance (RICTA) Ltd,,,,False
rwe,gTLD,,RWE AG,,,,False
ryukyu,gTLD,,"BRregistry, Inc.",,,,False
sa,ccTLD,,Communications and Information Technology Commission,,,,False
saarland,gTLD,,dotSaarland GmbH,,,,False
safe,gTLD,,"Amazon Registry Services, Inc.",,,,False
safety,gTLD,,"Safety Registry Services, LLC.",,,,False
sakura,gTLD,,SAKURA Internet Inc.,,,,False
sale,gTLD,,"United TLD Holdco, Ltd",,,,False
salon,gTLD,,"Binky Moon, LLC",,,,False
samsclub,gTLD,,"Wal-Mart Stores, Inc.",,,,False
samsung,gTLD,,"SAMSUNG SDS CO., LTD",,,,False
sandvik,gTLD,,Sandvik AB,,,,False
sandvikcoromant,gTLD,,Sandvik AB,,,,False
sanofi,gTLD,,Sanofi,,,,False
sap,gTLD,,SAP AG,,,,False
sapo,gTLD,,Not assigned,,,,False
sarl,gTLD,,"Binky Moon, LLC",,"société à responsabilité limitée, francophone limited liability company",,False
sas,gTLD,,Research IP LLC,,,,False
save,gTLD,,"Amazon Registry Services, Inc.",,,,False
saxo,gTLD,,Saxo Bank A/S,,,,False
sb,ccTLD,,Solomon Telekom Company Limited,,,,False
sbi,gTLD,,STATE BANK OF INDIA,,,,False
sbs,gTLD,,SPECIAL BROADCASTING SERVICE CORPORATION,,,,False
sc,ccTLD,,VCS Pty Ltd,,,,False
sca,gTLD,,SVENSKA CELLULOSA AKTIEBOLAGET SCA (publ),,,,False
scb,gTLD,,"The Siam Commercial Bank Public Company Limited (""SCB"")",,,,False
schaeffler,gTLD,,Schaeffler Technologies AG & Co. KG,,,,False
schmidt,gTLD,,SALM S.A.S.,,,,False
scholarships,gTLD,,"Scholarships.com, LLC",,,,False
school,gTLD,,"Binky Moon, LLC",,,,False
schule,gTLD,,"Binky Moon, LLC",,school,,False
schwarz,gTLD,,Schwarz Domains und Services GmbH & Co. KG,,,,False
science,gTLD,,dot Science Limited,,,,False
scjohnson,gTLD,,"Johnson Shareholdings, Inc.",,,,False
scor,gTLD,,Not assigned,,,,False
scot,gTLD,,Dot Scot Registry Limited,,,,False
sd,ccTLD,,Sudan Internet Society,,,,False
se,ccTLD,,The Internet Infrastructure Foundation,,,,False
search,gTLD,,Charleston Road Registry Inc.,,,,False
seat,gTLD,,"SEAT, S.A. (Sociedad Unipersonal)",,,,False
secure,gTLD,,"Amazon Registry Services, Inc.",,,,False
security,gTLD,,XYZ.COM LLC,,,,False
seek,gTLD,,Seek Limited,,,,False
select,gTLD,,"Registry Services, LLC",,,,False
sener,gTLD,,"Sener Ingeniería y Sistemas, S.A.",,,,False
services,gTLD,,"Binky Moon, LLC",,,,False
ses,gTLD,,SES,,,,False
seven,gTLD,,Seven West Media Ltd,,,,False
sew,gTLD,,SEW-EURODRIVE GmbH & Co KG,,,,False
sex,gTLD,,ICM Registry SX LLC,,,,False
sexy,gTLD,,"Uniregistry, Corp.",,,,False
sfr,gTLD,,Societe Francaise du Radiotelephone - SFR,,,,False
sg,ccTLD,,Singapore Network Information Centre (SGNIC) Pte Ltd,,,,False
sh,ccTLD,,Government of St. Helena,,,,False
shangrila,gTLD,,Shangri‐La International Hotel Management Limited,,,,False
sharp,gTLD,,Sharp Corporation,,,,False
shaw,gTLD,,Shaw Cablesystems G.P.,,,,False
shell,gTLD,,Shell Information Technology International Inc,,,,False
shia,gTLD,,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,,,False
shiksha,gTLD,,Afilias Limited,,education,,False
shoes,gTLD,,"Binky Moon, LLC",,,,False
shop,gTLD,,"GMO Registry, Inc.",,,,False
shopping,gTLD,,"Binky Moon, LLC",,,,False
shouji,gTLD,,QIHOO 360 TECHNOLOGY CO. LTD.,,phone,,False
show,gTLD,,"Binky Moon, LLC",,,,False
showtime,gTLD,,CBS Domains Inc.,,,,False
shriram,gTLD,,Shriram Capital Ltd.,,,,False
si,ccTLD,,Academic and Research Network of Slovenia (ARNES),,,,False
silk,gTLD,,"Amazon Registry Services, Inc.",,,,False
sina,gTLD,,Sina Corporation,,,,False
singles,gTLD,,"Binky Moon, LLC",,,,False
site,gTLD,,DotSite Inc.,,,,False
sj,ccTLD,,Norid A/S,,,,False
sk,ccTLD,,"SK-NIC, a.s.",,,,False
ski,gTLD,,Afilias Limited,,,,False
skin,gTLD,,XYZ.COM LLC,,,,False
sky,gTLD,,Sky International AG,,,,False
skype,gTLD,,Microsoft Corporation,,,,False
sl,ccTLD,,Sierratel,,,,False
sling,gTLD,,Hughes Satellite Systems Corporation,,,,False
sm,ccTLD,,Telecom Italia San Marino S.p.A.,,,,False
smart,gTLD,,"Smart Communications, Inc. (SMART)",,,,False
smile,gTLD,,"Amazon Registry Services, Inc.",,,,False
sn,ccTLD,,Universite Cheikh Anta Diop NIC Senegal,,,,False
sncf,gTLD,,SNCF (Société Nationale des Chemins de fer Francais),,,,False
so,ccTLD,,Ministry of Post and Telecommunications,,,,False
soccer,gTLD,,"Binky Moon, LLC",,,,False
social,gTLD,,United TLD Holdco Ltd.,,,,False
softbank,gTLD,,SoftBank Group Corp.,,,,False
software,gTLD,,"United TLD Holdco, Ltd",,,,False
sohu,gTLD,,Sohu.com Limited,,,,False
solar,gTLD,,"Binky Moon, LLC",,,,False
solutions,gTLD,,"Binky Moon, LLC",,,,False
song,gTLD,,"Amazon Registry Services, Inc.",,,,False
sony,gTLD,,Sony Corporation,,,,False
soy,gTLD,,Charleston Road Registry Inc.,,i am,,False
spa,gTLD,,Asia Spa and Wellness Promotion Council Limited,,,,False
space,gTLD,,DotSpace Inc.,,,,False
spiegel,gTLD,,Not assigned,,,,False
sport,gTLD,,Global Association of International Sports Federations (GAISF),,,,False
spot,gTLD,,"Amazon Registry Services, Inc.",,,,False
spreadbetting,gTLD,,DOTSPREADBETTING REGISTRY LTD,,,,False
sr,ccTLD,,Telesur,,,,False
srl,gTLD,,InterNetX Corp.,,,,False
srt,gTLD,,Not assigned,,,,False
ss,ccTLD,,National Communication Authority (NCA),,,,False
st,ccTLD,,Tecnisys,,,,False
stada,gTLD,,STADA Arzneimittel AG,,,,False
staples,gTLD,,"Staples, Inc.",,,,False
star,gTLD,,Star India Private Limited,,,,False
starhub,gTLD,,Not assigned,,,,False
statebank,gTLD,,STATE BANK OF INDIA,,,,False
statefarm,gTLD,,State Farm Mutual Automobile Insurance Company,,,,False
statoil,gTLD,,Not assigned,,,,False
stc,gTLD,,Saudi Telecom Company,,,,False
stcgroup,gTLD,,Saudi Telecom Company,,,,False
stockholm,gTLD,,Stockholms kommun,,,,False
storage,gTLD,,XYZ.COM LLC,,,,False
store,gTLD,,DotStore Inc.,,,,False
stream,gTLD,,dot Stream Limited,,,,False
studio,gTLD,,United TLD Holdco Ltd.,,,,False
study,gTLD,,OPEN UNIVERSITIES AUSTRALIA PTY LTD,,,,False
style,gTLD,,"Binky Moon, LLC",,,,False
su,ccTLD,,Russian Institute for Development of Public Networks (ROSNIIROS),,,,False
sucks,gTLD,,Vox Populi Registry Ltd.,,,,False
supplies,gTLD,,"Binky Moon, LLC",,,,False
supply,gTLD,,"Binky Moon, LLC",,,,False
support,gTLD,,"Binky Moon, LLC",,,,False
surf,gTLD,,Minds + Machines Group Limited,,,,False
surgery,gTLD,,"Binky Moon, LLC",,,,False
suzuki,gTLD,,SUZUKI MOTOR CORPORATION,,,,False
sv,ccTLD,,SVNet,,,,False
swatch,gTLD,,The Swatch Group Ltd,,,,False
swiftcover,gTLD,,Swiftcover Insurance Services Limited,,,,False
swiss,gTLD,,Swiss Confederation,,,,False
sx,ccTLD,,SX Registry SA B.V.,,,,False
sy,ccTLD,,National Agency for Network Services (NANS),,,,False
sydney,gTLD,,"State of New South Wales, Department of Premier and Cabinet",,,,False
symantec,gTLD,,Not assigned,,,,False
systems,gTLD,,"Binky Moon, LLC",,,,False
sz,ccTLD,,University of Swaziland Department of Computer Science,,,,False
tab,gTLD,,Tabcorp Holdings Limited,,,,False
taipei,gTLD,,Taipei City Government,,,,False
talk,gTLD,,"Amazon Registry Services, Inc.",,,,False
taobao,gTLD,,Alibaba Group Holding Limited,,,,False
target,gTLD,,"Target Domain Holdings, LLC",,,,False
tatamotors,gTLD,,Tata Motors Ltd,,,,False
tatar,gTLD,,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",,,,False
tattoo,gTLD,,"Uniregistry, Corp.",,,,False
tax,gTLD,,"Binky Moon, LLC",,,,False
taxi,gTLD,,"Binky Moon, LLC",,,,False
tc,ccTLD,,Melrex TC,,,,False
tci,gTLD,,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,,,,False
td,ccTLD,,l'Agence de Développement des Technologies de l'Information et de la Communication (ADETIC),,,,False
tdk,gTLD,,TDK Corporation,,,,False
team,gTLD,,"Binky Moon, LLC",,,,False
tech,gTLD,,Dot Tech LLC,,,,False
technology,gTLD,,"Binky Moon, LLC",,,,False
tel,sTLD,,Telnames Ltd.,,,,False
telecity,gTLD,,Not assigned,,,,False
telefonica,gTLD,,Not assigned,,,,False
temasek,gTLD,,Temasek Holdings (Private) Limited,,,,False
tennis,gTLD,,"Binky Moon, LLC",,,,False
teva,gTLD,,Teva Pharmaceutical Industries Limited,,,,False
tf,ccTLD,,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),,,,False
tg,ccTLD,,Autorite de Reglementation des secteurs de Postes et de Telecommunications (ART&P),,,,False
th,ccTLD,,Thai Network Information Center Foundation,,,,False
thd,gTLD,,"Home Depot Product Authority, LLC",,,,False
theater,gTLD,,"Binky Moon, LLC",,,,False
theatre,gTLD,,XYZ.COM LLC,,,,False
tiaa,gTLD,,Teachers Insurance and Annuity Association of America,,,,False
tickets,gTLD,,Accent Media Limited,,,,False
tienda,gTLD,,"Binky Moon, LLC",,shop,,False
tiffany,gTLD,,Tiffany and Company,,,,False
tips,gTLD,,"Binky Moon, LLC",,,,False
tires,gTLD,,"Binky Moon, LLC",,,,False
tirol,gTLD,,punkt Tirol GmbH,,,,False
tj,ccTLD,,Information Technology Center,,,,False
tjmaxx,gTLD,,"The TJX Companies, Inc.",,,,False
tjx,gTLD,,"The TJX Companies, Inc.",,,,False
tk,ccTLD,,Telecommunication Tokelau Corporation (Teletok),,,,False
tkmaxx,gTLD,,"The TJX Companies, Inc.",,,,False
tl,ccTLD,,Autoridade Nacional de Comunicações,,,,False
tm,ccTLD,,TM Domain Registry Ltd,,,,False
tmall,gTLD,,Alibaba Group Holding Limited,,,,False
tn,ccTLD,,Agence Tunisienne d'Internet,,,,False
to,ccTLD,,Government of the Kingdom of Tonga H.R.H. Crown Prince Tupouto'a c/o Consulate of Tonga,,,,False
today,gTLD,,"Binky Moon, LLC",,,,False
tokyo,gTLD,,"GMO Registry, Inc.",,,,False
tools,gTLD,,"Binky Moon, LLC",,,,False
top,gTLD,,"Jiangsu Bangning Science & Technology Co.,Ltd.",,,,False
toray,gTLD,,"Toray Industries, Inc.",,,,False
toshiba,gTLD,,TOSHIBA Corporation,,,,False
total,gTLD,,Total SA,,,,False
tours,gTLD,,"Binky Moon, LLC",,,,False
