tld,type,language_code,sponsor,punycode,translation,romanized,rtl
town,gTLD,,"Binky Moon, LLC",,,,False
toyota,gTLD,,TOYOTA MOTOR CORPORATION,,,,False
toys,gTLD,,"Binky Moon, LLC",,,,False
tp,ccTLD,,Retired,,,,False
tr,ccTLD,,Bilgi Teknolojileri ve İletişim Kurumu (BTK),,,,False
trade,gTLD,,Elite Registry Limited,,,,False
trading,gTLD,,DOTTRADING REGISTRY LTD,,,,False
training,gTLD,,"Binky Moon, LLC",,,,False
travel,sTLD,,"Dog Beach, LLC",,,,False
travelchannel,gTLD,,"Lifestyle Domain Holdings, Inc.",,,,False
travelers,gTLD,,"Travelers TLD, LLC",,,,False
travelersinsurance,gTLD,,"Travelers TLD, LLC",,,,False
trust,gTLD,,Artemis Internet Inc,,,,False
trv,gTLD,,"Travelers TLD, LLC",,,,False
tt,ccTLD,,University of the West Indies Faculty of Engineering,,,,False
tube,gTLD,,Latin American Telecom LLC,,,,False
tui,gTLD,,TUI AG,,,,False
tunes,gTLD,,"Amazon Registry Services, Inc.",,,,False
tushu,gTLD,,"Amazon Registry Services, Inc.",,books,,False
tv,ccTLD,,Ministry of Finance and Tourism,,,,False
tvs,gTLD,,T V SUNDRAM IYENGAR & SONS PRIVATE LIMITED,,,,False
tw,ccTLD,,Taiwan Network Information Center (TWNIC),,,,False
tz,ccTLD,,Tanzania Communications Regulatory Authority,,,,False
ua,ccTLD,,Hostmaster Ltd.,,,,False
ubank,gTLD,,National Australia Bank Limited,,,,False
ubs,gTLD,,UBS AG,,,,False
uconnect,gTLD,,Not assigned,,,,False
ug,ccTLD,,Uganda Online Ltd.,,,,False
uk,ccTLD,,Nominet UK,,,,False
um,ccTLD,,Not assigned,,,,False
unicom,gTLD,,China United Network Communications Corporation Limited,,,,False
university,gTLD,,"Binky Moon, LLC",,,,False
uno,gTLD,,DotSite Inc.,,one,,False
uol,gTLD,,UBN INTERNET LTDA.,,,,False
ups,gTLD,,"UPS Market Driver, Inc.",,,,False
us,ccTLD,,"NeuStar, Inc.",,,,False
uy,ccTLD,,SeCIU - Universidad de la Republica,,,,False
uz,ccTLD,,Single Integrator for Creation and Support of State Information Systems UZINFOCOM,,,,False
va,ccTLD,,Holy See - Vatican City State,,,,False
vacations,gTLD,,"Binky Moon, LLC",,,,False
vana,gTLD,,"Lifestyle Domain Holdings, Inc.",,,,False
vanguard,gTLD,,"The Vanguard Group, Inc.",,,,False
vc,ccTLD,,"Ministry of Telecommunications, Science, Technology and Industry",,,,False
ve,ccTLD,,Comisión Nacional de Telecomunicaciones (CONATEL),,,,False
vegas,gTLD,,"Dot Vegas, Inc.",,,,False
ventures,gTLD,,"Binky Moon, LLC",,,,False
verisign,gTLD,,"VeriSign, Inc.",,,,False
vermögensberater,gTLD,de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,xn--vermgensberater-ctb,financial advisor,,False
vermögensberatung,gTLD,de,Deutsche Vermögensberatung Aktiengesellschaft DVAG,xn--vermgensberatung-pwb,financial advice,,False
versicherung,gTLD,,TLD-BOX Registrydienstleistungen GmbH,,insurance,,False
vet,gTLD,,"United TLD Holdco, Ltd",,,,False
vg,ccTLD,,Telecommunications Regulatory Commission of the Virgin Islands,,,,False
vi,ccTLD,,"Virgin Islands Public Telecommunications System, Inc.",,,,False
viajes,gTLD,,"Binky Moon, LLC",,travel,,False
video,gTLD,,"United TLD Holdco, Ltd",,,,False
vig,gTLD,,VIENNA INSURANCE GROUP AG Wiener Versicherung Gruppe,,,,False
viking,gTLD,,Viking River Cruises (Bermuda) Ltd.,,,,False
villas,gTLD,,"Binky Moon, LLC",,,,False
vin,gTLD,,"Binky Moon, LLC",,,,False
vip,gTLD,,Minds + Machines Group Limited,,,,False
virgin,gTLD,,Virgin Enterprises Limited,,,,False
visa,gTLD,,Visa Worldwide Pte. Limited,,,,False
vision,gTLD,,"Binky Moon, LLC",,,,False
vista,gTLD,,Not assigned,,,,False
vistaprint,gTLD,,Not assigned,,,,False
viva,gTLD,,Saudi Telecom Company,,,,False
vivo,gTLD,,Telefonica Brasil S.A.,,,,False
vlaanderen,gTLD,,DNS.be vzw,,,,False
vn,ccTLD,,Viet Nam Internet Network Information Center (VNNIC),,,,False
vodka,gTLD,,Minds + Machines Group Limited,,,,False
volkswagen,gTLD,,Volkswagen Group of America Inc.,,,,False
volvo,gTLD,,Volvo Holding Sverige Aktiebolag,,,,False
vote,gTLD,,Monolith Registry LLC,,,,False
voting,gTLD,,Valuetainment Corp.,,,,False
voto,gTLD,,Monolith Registry LLC,,vote,,False
voyage,gTLD,,"Binky Moon, LLC",,,,False
vu,ccTLD,,Telecommunications Radiocommunications and Broadcasting Regulator (TRBR),,,,False
vuelos,gTLD,,Travel Reservations SRL,,flights,,False
wales,gTLD,,Nominet UK,,,,False
walmart,gTLD,,"Wal-Mart Stores, Inc.",,,,False
walter,gTLD,,Sandvik AB,,,,False
wang,gTLD,,Zodiac Wang Limited,,,,False
wanggou,gTLD,,"Amazon Registry Services, Inc.",,online shopping,,False
warman,gTLD,,Not assigned,,,,False
watch,gTLD,,"Binky Moon, LLC",,,,False
watches,gTLD,,Richemont DNS Inc.,,,,False
weather,gTLD,,International Business Machines Corporation,,,,False
weatherchannel,gTLD,,International Business Machines Corporation,,,,False
webcam,gTLD,,dot Webcam Limited,,,,False
weber,gTLD,,Saint-Gobain Weber SA,,,,False
website,gTLD,,DotWebsite Inc.,,,,False
wed,gTLD,,Emergency Back-End Registry Operator Program - ICANN,,,,False
wedding,gTLD,,Minds + Machines Group Limited,,,,False
weibo,gTLD,,Sina Corporation,,microblogging,,False
weir,gTLD,,Weir Group IP Limited,,,,False
wf,ccTLD,,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),,,,False
whoswho,gTLD,,Who's Who Registry,,,,False
wien,gTLD,,punkt.wien GmbH,,,,False
wiki,gTLD,,"Top Level Design, LLC",,,,False
williamhill,gTLD,,William Hill Organization Limited,,,,False
win,gTLD,,First Registry Limited,,,,False
windows,gTLD,,Microsoft Corporation,,,,False
wine,gTLD,,"Binky Moon, LLC",,,,False
winners,gTLD,,"The TJX Companies, Inc.",,,,False
wme,gTLD,,"William Morris Endeavor Entertainment, LLC",,,,False
wolterskluwer,gTLD,,Wolters Kluwer N.V.,,,,False
woodside,gTLD,,Woodside Petroleum Limited,,,,False
work,gTLD,,Minds + Machines Group Limited,,,,False
works,gTLD,,"Binky Moon, LLC",,,,False
world,gTLD,,"Binky Moon, LLC",,,,False
wow,gTLD,,"Amazon Registry Services, Inc.",,,,False
ws,ccTLD,,Government of Samoa Ministry of Foreign Affairs & Trade,,,,False
wtc,gTLD,,"World Trade Centers Association, Inc.",,,,False
wtf,gTLD,,"Binky Moon, LLC",,,,False
xbox,gTLD,,Microsoft Corporation,,,,False
xerox,gTLD,,Xerox DNHC LLC,,,,False
xfinity,gTLD,,"Comcast IP Holdings I, LLC",,,,False
xihuan,gTLD,,QIHOO 360 TECHNOLOGY CO. LTD.,,like,,False
xin,gTLD,,Elegant Leader Limited,,,,False
xperia,gTLD,,Not assigned,,,,False
xxx,sTLD,,ICM Registry LLC,,,,False
xyz,gTLD,,XYZ.COM LLC,,,,False
yachts,gTLD,,"DERYachts, LLC",,,,False
yahoo,gTLD,,Yahoo! Domain Services Inc.,,,,False
yamaxun,gTLD,,"Amazon Registry Services, Inc.",,,,False
yandex,gTLD,,Yandex Europe B.V.,,,,False
ye,ccTLD,,TeleYemen,,,,False
yodobashi,gTLD,,"YODOBASHI CAMERA CO.,LTD.",,,,False
yoga,gTLD,,Minds + Machines Group Limited,,,,False
yokohama,gTLD,,"GMO Registry, Inc.",,,,False
you,gTLD,,"Amazon Registry Services, Inc.",,,,False
youtube,gTLD,,Charleston Road Registry Inc.,,,,False
yt,ccTLD,,Association Française pour le Nommage Internet en Coopération (A.F.N.I.C.),,,,False
yun,gTLD,,QIHOO 360 TECHNOLOGY CO. LTD.,,,,False
za,ccTLD,,ZA Domain Name Authority,,,,False
zappos,gTLD,,"Amazon Registry Services, Inc.",,,,False
zara,gTLD,,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",,,,False
zero,gTLD,,"Amazon Registry Services, Inc.",,,,False
zip,gTLD,,Charleston Road Registry Inc.,,,,False
zippo,gTLD,,Not assigned,,,,False
zm,ccTLD,,Zambia Information and Communications Technology Authority (ZICTA),,,,False
zone,gTLD,,"Binky Moon, LLC",,,,False
zuerich,gTLD,,Kanton Zürich (Canton of Zurich),,,,False
zw,ccTLD,,Postal and Telecommunications Regulatory Authority of Zimbabwe (POTRAZ),,,,False
δοκιμή,test,el,Internet Assigned Numbers Authority,xn--jxalpdlp,test,dokimé,False
ελ,ccTLD,el,ICS-FORTH GR,xn--qxam,ht,,False
ευ,ccTLD,,EURid vzw/asbl,xn--qxa6a,,,False
бг,ccTLD,sr,Imena.BG AD,xn--90ae,bg,,False
бел,ccTLD,bg,"Reliable Software, Ltd.",xn--90ais,bell,,False
дети,gTLD,ru,The Foundation for Network Initiatives “The Smart Internet”,xn--d1acj3b,kids,dyeti,False
ею,ccTLD,ru,EURid vzw/asbl,xn--e1a4c,her,,False
испытание,test,ru,Internet Assigned Numbers Authority,xn--80akhbyknj4f,test,ispytánije,False
католик,gTLD,mn,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),xn--80aqecdr1a,catholic,Katolik,False
ком,gTLD,ru,VeriSign Sarl,xn--j1aef,com,kom,False
мкд,ccTLD,ru,Macedonian Academic Research Network Skopje,xn--d1alf,mcd,,False
мон,ccTLD,ru,"Datacom Co.,Ltd",xn--l1acc,mont,,False
москва,gTLD,ru,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),xn--80adxhks,moscow,moskva,False
онлайн,gTLD,ru,CORE Association,xn--80asehdb,online,onlain,False
орг,gTLD,ru,Public Interest Registry,xn--c1avg,organization,org,False
рус,gTLD,ru,Rusnames Limited,xn--p1acf,russian,rus,False
рф,ccTLD,ru,Coordination Center for TLD RU,xn--p1ai,rf,,False
сайт,gTLD,ru,CORE Association,xn--80aswg,site,sait,False
срб,ccTLD,bg,Serbian National Internet Domain Registry (RNIDS),xn--90a3ac,srb,,False
укр,ccTLD,uk,"Ukrainian Network Information Centre (UANIC), Inc.",xn--j1amh,ukr,,False
қаз,ccTLD,ru,Association of IT Companies of Kazakhstan,xn--80ao21a,goose,,False
հայ,ccTLD,hy,"""Internet Society"" Non-governmental Organization",xn--y9a3aq,armenian,,False
טעסט,test,en,Internet Assigned Numbers Authority,xn--deba0ad,test,,True
ישראל,ccTLD,,Not assigned,xn--4dbrk0ce,,,True
קום,gTLD,he,VeriSign Sarl,xn--9dbq2a,get up,qom,True
آزمایشی,test,fa,Internet Assigned Numbers Authority,xn--hgbk6aj7f53bba,in the cloud,,True
إختبار,test,ar,Internet Assigned Numbers Authority,xn--kgbechtv,test,,True
ابوظبي,gTLD,ar,Abu Dhabi Systems and Information Centre,xn--mgbca7dzdo,abu dhabi,abu thabi,True
اتصالات,gTLD,ar,Emirates Telecommunications Corporation (trading as Etisalat),xn--mgbaakc7dvf,telecom,itissalat,True
ارامكو,gTLD,ar,Aramco Services Company,xn--mgba3a3ejt,aramco,,True
الاردن,ccTLD,ar,National Information Technology Center (NITC),xn--mgbayh7gpa,jordan,,True
البحرين,ccTLD,,Telecommunications Regulatory Authority (TRA),xn--mgbcpq6gpa1a,,,True
الجزائر,ccTLD,ar,CERIST,xn--lgbbat1ad8j,algeria,,True
السعودية,ccTLD,ar,Communications and Information Technology Commission,xn--mgberp4a5d4ar,saudi arabia,,True
العليان,gTLD,ar,Crescent Holding GmbH,xn--mgba7c0bbn0a,olayan,al-alian,True
المغرب,ccTLD,ar,Agence Nationale de Réglementation des Télécommunications (ANRT),xn--mgbc0a9azcg,morocco,,True
امارات,ccTLD,fa,Telecommunications Regulatory Authority (TRA),xn--mgbaam7a8h,uae,,True
ایران,ccTLD,fa,Institute for Research in Fundamental Sciences (IPM),xn--mgba3a4f16a,iran,,True
بارت,ccTLD,ar,National Internet eXchange of India,xn--mgbbh1a,bart,,True
بازار,gTLD,ar,CORE Association,xn--mgbab2bd,bazaar,,True
بيتك,gTLD,ar,Kuwait Finance House,xn--ngbe9e0a,b-tech,baytak,True
بھارت,ccTLD,ur,National Internet Exchange of India,xn--mgbbh1a71e,india,,True
تونس,ccTLD,ar,Agence Tunisienne d'Internet,xn--pgbs0dh,tunisia,,True
سودان,ccTLD,fa,Sudan Internet Society,xn--mgbpl2fh,sudan,sudan,True
سورية,ccTLD,ar,National Agency for Network Services (NANS),xn--ogbpf8fl,syria,,True
شبكة,gTLD,ar,International Domain Registry Pty. Ltd.,xn--ngbc5azd,web,,True
عراق,ccTLD,fa,Communications and Media Commission (CMC),xn--mgbtx2b,iraq,,True
عرب,gTLD,ar,League of Arab States,xn--ngbrx,Arabs,arab,True
عمان,ccTLD,ar,Telecommunications Regulatory Authority (TRA),xn--mgb9awbf,oman,,True
فلسطين,ccTLD,ar,Ministry of Telecom & Information Technology (MTIT),xn--ygbi2ammx,palestine,,True
قطر,ccTLD,ar,Communications Regulatory Authority,xn--wgbl6a,qatar,,True
كاثوليك,gTLD,ar,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),xn--mgbi4ecexp,catholic,catholic,True
كوم,gTLD,ar,VeriSign Sarl,xn--fhbei,com,com,True
مصر,ccTLD,ar,National Telecommunication Regulatory Authority - NTRA,xn--wgbh1c,egypt,,True
مليسيا,ccTLD,ar,MYNIC Berhad,xn--mgbx4cd0ab,malysia,,True
موبايلي,gTLD,ar,Not assigned,xn--mgbb9fbpob,mobily,mobily,True
موريتانيا,ccTLD,ar,Université de Nouakchott Al Aasriya,xn--mgbah1a3hjkrd,mauritania,,True
موقع,gTLD,ar,Suhub Electronic Establishment,xn--4gbrim,site,,True
همراه,gTLD,fa,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,xn--mgbt3dhd,along,hamra,True
پاكستان,ccTLD,fa,Not assigned,xn--mgbai9a5eva00b,pakistan,,True
پاکستان,ccTLD,ur,National Telecommunication Corporation,xn--mgbai9azgqp6j,pakistan,,True
ڀارت,ccTLD,sd,National Internet eXchange of India,xn--mgbgu82a,india,,True
कॉम,gTLD,hi,VeriSign Sarl,xn--11b4c3d,com,koma,False
नेट,gTLD,hi,VeriSign Sarl,xn--c2br7g,met,neta,False
परीक्षा,test,hi,Internet Assigned Numbers Authority,xn--11b5bs3a9aj6g,exam,parīkṣā,False
भारत,ccTLD,hi,National Internet Exchange of India,xn--h2brj9c,india,,False
भारतम्,ccTLD,ne,National Internet eXchange of India,xn--h2breg3eve,bharatam,,False
भारोत,ccTLD,hi,National Internet eXchange of India,xn--h2brj9c8c,bharot,,False
संगठन,gTLD,hi,Public Interest Registry,xn--i1b6b1a6a2e,organization,saṅgaṭhana,False
বাংলা,ccTLD,bn,Posts and Telecommunications Division,xn--54b7fta0cc,bengali,,False
ভারত,ccTLD,bn,National Internet Exchange of India,xn--45brj9c,india,,False
ভাৰত,ccTLD,bn,National Internet eXchange of India,xn--45br5cyl,bharata,,False
ਭਾਰਤ,ccTLD,pa,National Internet Exchange of India,xn--s9brj9c,india,,False
ભારત,ccTLD,gu,National Internet Exchange of India,xn--gecrj9c,india,,False
ଭାରତ,ccTLD,en,National Internet eXchange of India,xn--3hcrj9c,ଭାରତ,,False
இந்தியா,ccTLD,ta,National Internet Exchange of India,xn--xkc2dl3a5ee0h,india,,False
இலங்கை,ccTLD,ta,LK Domain Registry,xn--xkc2al3hye2a,sri lanka,,False
சிங்கப்பூர்,ccTLD,ta,Singapore Network Information Centre (SGNIC) Pte Ltd,xn--clchc0ea0b2g2a9gcd,singapore,,False
பரிட்சை,test,ta,Internet Assigned Numbers Authority,xn--hlcj6aya9esc7a,in ayurveda,pariṭcai,False
భారత్,ccTLD,te,National Internet Exchange of India,xn--fpcrj9c3d,india,,False
ಭಾರತ,ccTLD,kn,National Internet eXchange of India,xn--2scrj9c,india,,False
ഭാരതം,ccTLD,ml,National Internet eXchange of India,xn--rvc1e0am3e,india,,False
ලංකා,ccTLD,si,LK Domain Registry,xn--fzc2c9e2c,the,,False
คอม,gTLD,th,VeriSign Sarl,xn--42c2d9a,com,khxm,False
ไทย,ccTLD,th,Thai Network Information Center Foundation,xn--o3cw4h,thai,,False
ລາວ,ccTLD,,Lao National Internet Center (LANIC),xn--q7ce6a,,,False
გე,ccTLD,ka,Information Technologies Development Center (ITDC),xn--node,customize,,False
みんな,gTLD,ja,Charleston Road Registry Inc.,xn--q9jyb4c,everyone,minna,False
アマゾン,gTLD,,"Amazon Registry Services, Inc.",xn--cckwcxetd,,,False
クラウド,gTLD,ja,"Amazon Registry Services, Inc.",xn--gckr3f0f,cloud,kuraudo,False
グーグル,gTLD,ja,Charleston Road Registry Inc.,xn--qcka1pmc,google,guguru,False
コム,gTLD,ja,VeriSign Sarl,xn--tckwe,com,komu,False
ストア,gTLD,ja,"Amazon Registry Services, Inc.",xn--cck2b3b,store,sutoa,False
セール,gTLD,ja,"Amazon Registry Services, Inc.",xn--1ck2e1b,sale,sēru,False
テスト,test,ja,Internet Assigned Numbers Authority,xn--zckzah,test,tesuto,False
ファッション,gTLD,ja,"Amazon Registry Services, Inc.",xn--bck1b9a5dre4c,fashion,fasshon,False
ポイント,gTLD,ja,"Amazon Registry Services, Inc.",xn--eckvdtc9d,point,pointo,False
世界,gTLD,zh,Stable Tone Limited,xn--rhqv96g,world,shìjiè,False
中信,gTLD,zh,CITIC Group Corporation,xn--fiq64b,citic,,False
中国,ccTLD,zh-hans,China Internet Network Information Center (CNNIC),xn--fiqs8s,china,,False
中國,ccTLD,zh-hant,China Internet Network Information Center (CNNIC),xn--fiqz9s,china,,False
中文网,gTLD,zh,TLD REGISTRY LIMITED,xn--fiq228c5hs,dot chinese website,Zhōngwén wǎng,False
亚马逊,gTLD,,"Amazon Registry Services, Inc.",xn--jlq480n2rg,,,False
企业,gTLD,zh-hans,"Binky Moon, LLC",xn--vhquv,enterprise,,False
佛山,gTLD,zh,"Guangzhou YU Wei Information Technology Co., Ltd.",xn--1qqw23a,foshan,fòshān,False
信息,gTLD,zh-hans,"Beijing Tele-info Network Technology Co., Ltd.",xn--vuq861b,information,xinxi,False
健康,gTLD,zh-hans,Stable Tone Limited,xn--nyqy26a,healthy and fit,jiankang,False
八卦,gTLD,zh-hans,Zodiac Gemini Ltd,xn--45q11c,gossip,Bāguà,False
公司,gTLD,zh,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,xn--55qx5d,company,gōngsī,False
公益,gTLD,zh,China Organizational Name Administration Center,xn--55qw42g,charity,Gōngyì,False
台湾,ccTLD,zh-hans,Taiwan Network Information Center (TWNIC),xn--kprw13d,taiwan,,False
台灣,ccTLD,zh-hant,Taiwan Network Information Center (TWNIC),xn--kpry57d,taiwan,,False
商城,gTLD,zh,Zodiac Aquarius Limited,xn--czru2d,mall,shāngchéng,False
商店,gTLD,zh-hans,"Binky Moon, LLC",xn--czrs0t,shop,shangdian,False
商标,gTLD,zh,Internet DotTrademark Organisation Limited,xn--czr694b,trademark,shāngbiāo,False
嘉里,gTLD,zh-hans,Kerry Trading Co. Limited,xn--w4rs40l,kerry,jia li,False
嘉里大酒店,gTLD,zh-hans,Kerry Trading Co. Limited,xn--w4r85el8fhu5dnra,kerry hotel,jia li da jiudian,False
在线,gTLD,zh,TLD REGISTRY LIMITED,xn--3ds443g,dot chinese online,zàixiàn,False
大众汽车,gTLD,zh-hans,"Volkswagen (China) Investment Co., Ltd.",xn--3oq18vl8pn36a,volkswagen,dazhong qiche,False
大拿,gTLD,zh-hans,VeriSign Sarl,xn--pssy2u,big take,da na,False
天主教,gTLD,zh-hans,Pontificium Consilium de Comunicationibus Socialibus (PCCS) (Pontifical Council for Social Communication),xn--tiq49xqyj,catholicism,tianzhujiao,False
娱乐,gTLD,zh-hans,"Binky Moon, LLC",xn--fjq720a,entertainment,yule,False
家電,gTLD,ja,"Amazon Registry Services, Inc.",xn--fct429k,consumer electronics,kaden,False
工行,gTLD,zh-hans,Not assigned,xn--estv75g,icbc,gonghang,False
广东,gTLD,zh-hans,"Guangzhou YU Wei Information Technology Co., Ltd.",xn--xhq521b,guangdong,Guǎngdōng,False
微博,gTLD,ja,Sina Corporation,xn--9krt00a,miho,weibo,False
慈善,gTLD,zh-hans,Excellent First Limited,xn--30rr7y,charity,Císhàn,False
我爱你,gTLD,zh,Tycoon Treasure Limited,xn--6qq986b3xl,i love you,wǒ ài nǐ,False
手机,gTLD,zh,"Beijing RITT-Net Technology Development Co., Ltd",xn--kput3i,cell,,False
手表,gTLD,zh-hans,Not assigned,xn--kpu716f,watch,shoubiao,False
招聘,gTLD,zh-hans,Dot Trademark TLD Holding Company Limited,xn--otu796d,recruitment,zhaopin,False
政务,gTLD,zh,China Organizational Name Administration Center,xn--zfr164b,government,,False
政府,gTLD,zh-hans,"Net-Chinese Co., Ltd.",xn--mxtq1m,government,zhengfu,False
新加坡,ccTLD,zh-hans,Singapore Network Information Centre (SGNIC) Pte Ltd,xn--yfro4i67o,singapore,,False
新闻,gTLD,zh-hans,"Guangzhou YU Wei Information and Technology Co.,Ltd",xn--efvy88h,news,xinwen,False
时尚,gTLD,zh-hans,RISE VICTORY LIMITED,xn--9et52u,fashion,shishang,False
書籍,gTLD,ja,"Amazon Registry Services, Inc.",xn--rovu88b,a book,shoseki,False
机构,gTLD,zh,Public Interest Registry,xn--nqv7f,agencies,jīgòu,False
测试,test,zh,Internet Assigned Numbers Authority,xn--0zwm56d,test,cèshì,False
淡马锡,gTLD,zh-hans,Temasek Holdings (Private) Limited,xn--b4w605ferd,temasek,danmaxi,False
測試,test,zh,Internet Assigned Numbers Authority,xn--g6w251d,measured job interview,cèshì,False
游戏,gTLD,zh-hans,"Binky Moon, LLC",xn--unup4y,game,,False
澳門,ccTLD,zh-hant,Macao Post and Telecommunications Bureau (CTT),xn--mix891f,macau,,False
点看,gTLD,zh-hans,VeriSign Sarl,xn--3pxu8k,look at it,dian kan,False
珠宝,gTLD,zh-hans,Not assigned,xn--pbt977c,jewelry,zhubao,False
移动,gTLD,zh,Afilias Limited,xn--6frz82g,mobile,yídòng,False
组织机构,gTLD,zh,Public Interest Registry,xn--nqv7fs00ema,organization,,False
网址,gTLD,zh,"KNET Co., Ltd",xn--ses554g,network address,wǎngzhǐ,False
网店,gTLD,zh-hans,Zodiac Taurus Ltd.,xn--hxt814e,online shop,wang dian,False
网站,gTLD,zh-hans,Global Website TLD Asia Limited,xn--5tzm5g,website,wǎngzhàn,False
网络,gTLD,zh,Computer Network Information Center of Chinese Academy of Sciences （China Internet Network Information Center）,xn--io0a7i,network,wǎngluò,False
联通,gTLD,zh-hans,China United Network Communications Corporation Limited,xn--8y0a063a,china unicom,liantong,False
诺基亚,gTLD,zh-hans,Nokia Corporation,xn--jlq61u9w7b,nokia,nuojiya,False
谷歌,gTLD,zh-hans,Charleston Road Registry Inc.,xn--flw351e,google,guge,False
购物,gTLD,zh-hans,Minds + Machines Group Limited,xn--g2xx48c,shopping,gouwu,False
通販,gTLD,ja,"Amazon Registry Services, Inc.",xn--gk3at1e,mail order,tsuhan,False
集团,gTLD,zh,Eagle Horizon Limited,xn--3bst00m,group,jítuán,False
電訊盈科,gTLD,zh-hans,PCCW Enterprises Limited,xn--fzys8d69uvgm,pccw,dianxun yingke,False
飞利浦,gTLD,zh-hans,Koninklijke Philips N.V.,xn--kcrx77d1x4a,philips,feilipu,False
食品,gTLD,zh-hans,"Amazon Registry Services, Inc.",xn--jvr189m,food,shokuhin,False
餐厅,gTLD,zh-hans,Internet DotTrademark Organisation Limited,xn--imr513n,restaurant,canting,False
香格里拉,gTLD,zh-hans,Shangri‐La International Hotel Management Limited,xn--5su34j936bgsg,shangri-la,xianggelila,False
香港,ccTLD,zh-hans,Hong Kong Internet Registration Corporation Ltd.,xn--j6w193g,hong kong,,False
닷넷,gTLD,ko,VeriSign Sarl,xn--t60b56a,net,datnet,False
닷컴,gTLD,ko,VeriSign Sarl,xn--mk1bu44c,dotcom,datkeom,False
삼성,gTLD,ko,"SAMSUNG SDS CO., LTD",xn--cg4bki,samsung,,False
테스트,test,ko,Internet Assigned Numbers Authority,xn--9t4b11yi5a,test,teseuteu,False
한국,ccTLD,ko,KISA (Korea Internet & Security Agency),xn--3e0b707e,republic of korea,,False
